,Body,Year,Positive,Neutral,Negative,Compound
12,"Everyone in this thread has been awesome but his is outstanding. I have discovered the property guru and some of the furniture places. I love second hand stuff so I am excited about checking out castlery. I am moving for work and itâ€™d be a three year assignment. My ideal situation is moving everything when I fly out there so I will definitely have to talk to the airline. My work is covering moving costs, so that is nice. Itâ€™s really daunting to think about buying all new stuff and I donâ€™t really want to bring anything besides clothes and a few other items. I think renting a filly furnished apt is the way to go. 
 
 
 
 Work will be around raffles or 10ish miles to the east. Iâ€™m looking into condos in that area as well. Very exciting to see whatâ€™s out there but Iâ€™ve heard I really shouldnâ€™t look until the month before I move since thatâ€™s how rentals work. 
 
 
 
 Very excited to move though!",2018,0.196,0.804,0.0,0.34381666666666666
13,"Try Etch and Bolts, Crate and Barrel, Hipvan and Castlery?",2018,0.0,1.0,0.0,0.0
14,castlery?,2017,0.0,1.0,0.0,0.0
15,"Hipvan, castlery, comfort furniture",2017,0.455,0.545,0.0,0.3612
16,"Depends on what is your budget or what you mean by recommended. Places like Lush, Comfort Furniture, Hip Van they get their stuff mostly from Malaysian factories. Pull aside the product branding (e.g Nesthouz) and you get....Hin Lim Sdn Bhd (http://www.hinlim.com/). **In other words, overpriced Malaysian furniture being sold to Singaporeans under fancy brands. Do yourself a favor and avoid them.** 
 
  
 
 
 
 Teak furniture is also similar as teak has many grades. Scanteak is reasonably price for their stuff and I got no complaints so far. There is also Mountain Teak, Originals and Teak Avenue but those are expensive shit. I am using a bedframe from Widhardja. The quality is rough, but the wood is ok so far. Have another bedframe from Castlery and it was ok.
 
 
 
 Ikea, I have no experience with their big items (beds, sofas or kitchen) but simple small stuff was ok. Feedback on those big items tend to be mixed.",2017,0.09066666666666667,0.83575,0.0735,0.039724999999999996
17,"I had a bad experience with them. Would suggest hipvan or castlery instead, these 2 have been reliable for me so far.",2017,0.0,0.7665,0.2335,-0.27115
18,"If you are into the Scandinavian look, try Noden Collective (nodenhome.com) or Mobler Singapore (moblersingapore.com). MUJI too, if you like the minimalist Japanese look and they do have quite frequent sales these days. Secondcharm if you're a fan of vintage or refurbished items!
 
 
 
 Harvey Norman at Millenia Walk is worth a look too as they carry some special brands there not at their other stores.
 
 
 
 Tbqh, my husband is a furniture maker but we still did our rounds at the usual suspects (IKEA, castlery etc) when we got our place a couple of months ago. But it was still a hard to find the right quality items!",2017,0.09466666666666666,0.864,0.04133333333333333,0.1077
19,"There are a ton of shops in the Tan Boon Liat building in Tiong Bahru for varying budgets on the mid to high end. Some good quality and choices - if nothing else will give you some ideas. 
 
 
 
 The Furniture Mall is pretty good too, but quality can be iffy, so just make sure you know what you are buying. 
 
 
 
 I think Castlery is good for tables and chairs, but not so much for sofas. 
 
 
 
 Check out Commune too. They have a big shop in Melina Walk (across from Harvey Norman, which has lots of choices too, but I don't personal love their look). Commune is a local company with some nice stuff.",2017,0.12728571428571428,0.8482857142857143,0.02442857142857143,0.1677857142857143
20,"Yeah I checked Castlery out once and the sofas look promising but the fit and finish are crap. Comfort level is zero, couldn't find a single one that I felt was half decent. 
 
 
 
 One of the furniture taobao guides shows a castlery sofa for 1k and the exact same sofa on taobao for 300... No idea how true it is though. 
 
 
 
 For quality sofas, Crate and Barrel fabric sofas are actually pretty good value given the construction if you like the American style. I'm picking one up at the end of the year. V furniture seemed OK as well.
 
 
 
 IKEA has a sofa in fabulous top grain aniline leather for 3k. But they used shit material for the base whyyyy. I would have paid 5k for that couch if they used a proper solid base like oak or even pine",2017,0.23677777777777778,0.7042222222222222,0.058888888888888886,0.32003333333333334
21,"I don't think the quality at Castlery is the best. It looks great, if you're after that Scandinavian look, but the wood isn't great.",2017,0.375,0.625,0.0,0.7424999999999999
22,"I bought a sofa from Castlery. Can't say I'd recommend it. I wouldn't warn against it either, it's just ok. Would probably buy from somewhere else next time around. Feel free to check it out",2017,0.14675,0.767,0.08625,0.14885
23,Castlery seems to be quite ex. I found similar quality but slightly cheaper than castlery at Comfort Design.,2017,0.1225,0.8775,0.0,0.25115
24,"[Castlery](https://www.castlery.com/)? 
 
 
 
 Showroom's at the tip of Alexandra.
 
 
 
 
 
 Real leather furniture tends to be expensive. $2.6k is considered pretty cheap for a leather sofa bed. [Pleather](https://en.wikipedia.org/wiki/Artificial_leather) on the other hand is cheaper, but quality tends to be crap",2017,0.08259999999999999,0.8762,0.0412,0.035140000000000005
25,"Recently bought the Friheten from Ikea - it's a large comfy sofabed with storage space underneath. I also checked out Castlery, V-hive and Hipvan but couldn't find a sofa bed as comfy and as cheap as that one.",2016,0.0,1.0,0.0,0.0
26,"Castlery, Hip Van, Cellini.",2016,0.0,1.0,0.0,0.0
27,Try [Castlery](https://www.castlery.com//book-appointment).,2016,0.0,1.0,0.0,0.0
28,"Castlery, www.castlery.com",2016,0.0,1.0,0.0,0.0
29,How bad was the experience at castlery?,2020,0.0,0.632,0.368,-0.5423
30,"Picket &amp; Rail
 
 
 
 Novena Furniture
 
 
 
 Star Living 
 
 
 
 Castlery",2020,0.0,1.0,0.0,0.0
31,"There's a designer mall called castlery, you might want to check it out
I do not endorse it and obviously price wise its on the higher end.
http://www.castlery.com/"" onclick=""window.open(this.href);return false;",2014,0.0775,0.888,0.0345,0.17405
32,"checking out picket rail what about brands like castlery,fortytwo?",2016,0.238,0.762,0.0,0.3612
33,"castlery no idea. fortytwo is like those cheap, hipster design stuff. tv console buy those finished surface or glossy kind that can withstand wet wipe imho cupboard, depending on what you want to put inside, it may be worthwhile to consider custom made ones...",2016,0.15133333333333335,0.674,0.17466666666666666,0.26403333333333334
34,Castlery?? https://www.castlery.com/all-living-...-consoles.html,2016,0.0,1.0,0.0,0.0
35,castlery sofas are quite uncomfy though. i bought my sofa from cellini,2016,0.0,1.0,0.0,0.0
36,I sat on that particular model for quite sometime as was deciding whether to buy the table and it felt good.. Probably up to individual butt.. I've sat on only a good one from Ikea and many bad one from them..,2016,0.05266666666666667,0.884,0.06333333333333334,-0.05103333333333334
37,"Hi, has anyone tried mattress from castlery, hipvan or NOA? How are they compared to ikea?",2017,0.0,1.0,0.0,0.0
38,castlery is quite good for furnitures.,2016,0.39,0.61,0.0,0.4927
39,Huh.. then mine will be half of yours??,2016,0.0,0.5,0.0,0.0
40,"Hi, may I know if purchases from Castlery is entitled 10X OCBC$? Thank you.",2019,0.44399999999999995,0.5559999999999999,0.0,0.31720000000000004
41,"Hi there, Castlery transactions will not be eligible for 10X OCBC$. ^DG",2019,0.0,1.0,0.0,0.0
42,castlery?? I'm planning to get my sofa from them..Went down 2 weeks back and purchase a dining table which i'm planning to use as my study table from them..,2016,0.0,1.0,0.0,0.0
43,Want to buy this?,2016,0.302,0.698,0.0,0.0772
44,"Besides Commune, what are the other good furniture online stores? Hipvan and Castlery?",2020,0.122,0.878,0.0,0.2202
45,"Comfort, Nook and Cranny... Taobao...",2020,0.385,0.615,0.0,0.3612
46,"TBH my hipvan furniture is pretty lousy quality. I guess it's just the same OEM rebranded products that a lot of other places have. Surprisingly, I find some furniture at Courts quite good quality. There was an atas furniture shop at suntec selling the same dining table that I bought from Courts at a higher price But furniture cannot buy without checking out the actual product first one, you buy online sight unseen will have many regrets....",2020,0.17175,0.75925,0.069,0.14545
47,"HipVan and Comfort, buy wholesale from China. Castlery and Commune, have their own factories in China. Both have furniture designers designing their own range of furniture. That's the difference. But all made in China.",2020,0.0588,0.9412,0.0,0.07224
48,"I think so far some people here mentioned bought from Castlery right? I tried fortytwo for some smaller things, no issue. NookandCranny, TaylorB etc also ok if u just wanna go look at stuff and try to source from tb.",2016,0.03833333333333334,0.882,0.07966666666666666,0.0
49,"I got 4 chrairs and a nested table set from star living, dining table(Using for work desk) and sofa from castlery...",2016,0.0,1.0,0.0,0.0
50,"Some renotalk blogs buy Star Living. The furniture look nice. My sofa from Furniture Club Park Mall during GSS sale. My bed is carpentry. Dining table I want the Pomelo table but no sales For guest room, I probably get from Castlery. The rest of the furniture maybe custom made. Have not decide on laminate. Is it better to have visual uniformity? As in all the laminates in the flat have to match or the same ones?",2016,0.097,0.8856666666666667,0.017333333333333333,0.05222222222222222
51,"castlery, comfortdesign, star living. shld be quite okay. but its peasant range stuffs for fellow peasants.",2016,0.14066666666666666,0.8593333333333333,0.0,0.09813333333333334
52,"i like to go castlery and comfortdesign, their showrooms is quite cosy to even just window browsing. drinks provided as well.",2016,0.27749999999999997,0.7224999999999999,0.0,0.31720000000000004
53,"Anyone bought from Castlery before? Are they recommended or trusted? Saw their online store and the furniture looks pretty good. Has some mid year sales going on too. Just not too sure of their quality, if anyone has any experience with them then please do share here!",2020,0.2528,0.73,0.0172,0.3507
54,"Cos dirty liao by son... Sofa from Castlery...Old one also from them, gave them away to someone who arrange for lalamove to collect and donate to uncle. 4 dining chairs also from Castlery..1.8m miller table from them, previously use a com/work table. This image has been resized.Click to view original image",2020,0.07433333333333333,0.8923333333333333,0.03333333333333333,-0.040733333333333344
55,"Our offline purchases As the saying says.... BBBMTL! (Buy Buy Buy Mai Tu Liao!) especially when there is a sale... since there is not much of a difference if you buy now or later... since there is a sale... might as well! Especially if it is a necessity and not want for your new home. For furniture, since ours a mainly a Scandinavian theme, we go for mostly pencil leg furniture... which makes our living space looks bigger. TIP: - Sign up for Robinson OCBC card, it will be very useful especially the additional 5% cash rebates + close door sales for members! - Takashimaya vouchers is very valuable as it has no expiry date! So store it for your new home purchases! Any other vouchers like Robinsons voucher also very valuable to save further for your home needs purchase. Furnitures: 1. Comfort Design Furniture - http://www.comfortfurniture.com.sg/ We find their prices slightly more competitive than Castlery. Quality wise is still very decent for this price. We bought our Sofa set, Dining Table set (bench + 2 chairs), small coffee table. 2. Scanteak - http://www.scanteak.com.sg/ This is more of a want... as I quite love the solid build of their furniture, so decided to splurge on their bed frame for the Master bedroom and also a small sturdy table that is on sale to hold my dry cabinet of my precious camera equipment. 3. Muji - http://www.muji.com.sg/ My wife love their stand mirror (full length), since we got a $30 313 voucher which we got from the purchase of a Sony TV, might as well! 4. Robinsons - http://robinsons.com.sg/ We missed out on their black friday sale to purchase their Simmons backcare 4 series mattress which goes as low as $3.2k after discounts and members rebate as my friend's card limit wasn't enough, and that pushes me to go apply the card myself lol. We placed a $200 deposit with Robinson Bedshop (look for Sheila if you want to purchase Simmons mattress) at their Heeren branch. This effectively locks their price (which ever is lower when there is a promo). So as of now we are still waiting for their additional 10% card member rebate... We also bought loads of other stuffs which I will cover later below. 5. Inkagu - https://www.inkagu.com/products/shin-ju-mattress Always see their special price mattress ad on Facebook and since it cost only $299... so BBBMTL, this is for our guestroom. 6. Ki-mono - http://www.ki-mono.net A pity they are closing down... they have very nice japanese theme furnitures which we can match our Scandinavian theme. We bought a rack for kitchen use and also a clothe rack at very attractive closing down sale price. Appliances: 1. Sony store @ 313 Just happens so... my buddy's wife works at Sony so yes! we can get staff price. Bought Sony TV KDL-55W800C at $1.2k+! Cheap right? 2. Heritage Bathroom Gallery Ironically we didn't buy any bathroom stuffs from them but bought from them a Fujioh hob & hood set and Bosch oven ($50 cheaper than other shops we went!). 3. Gain City Initially we wanted to buy our Electrolux washing machine & dryer from Paris Silk but they cannot hold stock for us too long... so in the end we went to Gain City to buy from them. Price slightly higher than what was quoted by Paris Silk. 4. Tim Wong (Aircon) from Renotalk - For our Mitsubishi Starmex (2 tick) air con 5. Mega Discount (Kallang Leisure Park) - https://www.megadiscountstore.com.sg/ Initially we are eyeing a Hitachi or Mitsubishi refrigerator but after the sales person show us what a Samsung fridge can do and the build quality + door test... we are sold! Just hope that it doesn't *chibaboom* later! lol 6. Robinsons Used my wife's vouchers ($350) to buy Zojirushi Induction Heating Rice Cooker NP-HBQ10 which is at promotion price $489 but we only paid $139! Got a free rice stocker as well. 6. Philips Carnival Sale (once a year!) Bought some stuffs during the sale last year, steam garment iron + iron + toaster + kettle. 7. AOSBath - https://www.aosbath.com/ Bought a 40L digital model storage heater (AO Smith) for convenience and electricity savings. 8. HT Lighting (Johor Bahru, Permas Jaya) - http://www.htlightings.com/ Bought ceiling fan Aeratron AE3 50' Light Oak color for 1480rm, SG selling this for $1099 SGD! If anyone need their sales contact number (via whatsapp) to check price before going in to buy let me know! Others: 1. Hansgrohe We bought a bundle deal during their warehouse sale last year October. We was given a 25% voucher which we went to buy additional Tap and shower set for the common toilet. 2. Robinsons Too many things to buy here especially kitchen use... Le Creuset, WMF, Corelle, Lock & Lock, Bodum, bedsheets etc during their member or public sale! We also make use of my wife's Citibank redemption of Robinson vouchers as well. I also got my NS voucher which I am keeping to buy the Simmons mattress haha 3. Takashimaya I accumulated $230 voucher prior to this... bought a tefal air fryer on promotion at $279... so we only paid $49 for it LOL 4. IKEA Bought their pull out cabinet to be integrated with our kitchen cabinet. Also bought accessories for kitchen use. 5. Hoe Kee They are the only one carrying Blanco brand for kitchen sink in SG, so not much of a choice! 6. Big Bath (Johor Bahru) -http://www.bigbath.com.my/ Since we went to HT Lighting to buy ceiling fan, drop by here to bought some bathroom accessories from them, automatically given discount without asking haha. Let me know if you need any details of our purchases above. Too many purchases to go into detail here",2017,0.07614492753623188,0.9108695652173913,0.013,0.14674927536231883
56,Design look nice. Considering one of the bed for guest room. But dunno sturdy or not. Coz my parents also will be one of the guests haha,2016,0.2035,0.7965,0.0,0.220075
57,"Initially wanted to get IKEA sofa one cos tested back then quite like..then go castlery buy table time also go test in sofa, just decided to get that model cos good and the fabric colour my wife wants is available..",2016,0.069,0.931,0.0,0.4404
58,My workstation table(Miller 1.8m dining table) and my fabric sofa is from castlery.,2016,0.0,1.0,0.0,0.0
59,no issues on the purchase experience right?,2016,0.0,0.732,0.268,-0.296
60,"If spending min $600 in the month, can use SCB Singpost card to get 7% rebate (capped at $60). If new to SCB card can also get sign up bonus up to $180. https://www.sc.com/sg/credit-cards/singpost-platinum-visa.html If spending min $700 in the month, can use DBS live fresh to get 5% rebate (capped at $70)+ 3xdbs points. If new to DBS/POSB card can get $160 sign up rebate, if already have other dbs/posb credit card but new to live fresh card can get $100 sign up rebate.",2017,0.11399999999999999,0.886,0.0,0.35985
61,"i used peeka ship4u back then similar system to ezbuy ship-for-me my furnitures and fixtures i get from taobao because last time there wasn't castlery i asked the seller in taobao to put extra layer of wood frame to protect the goods, no problems at all, it's delivers to your doorstep just only heavier and bulkier compared to your usual small purchases tbh furniture now can just get from castlery as their prices compared to taobao is only ex a little bit more if you add shipping but you get to see your product condition before you buy everytime peeka delivered i would be worried like got damage but all heng heng perfect condition one thing to note is that it's always best to get DIY assembly furniture from taobao, means it comes packed in a rectangle box then u fix yourself when arrive at your doorstep",2016,0.1,0.833,0.067,0.81
62,wah lol my standalone tv console from castlery only ard 700+ and no need feature wall. lol 10 times cheaper.,2016,0.315,0.627,0.058,0.2873
63,"Castlery. Designed by Local, Support Local https://www.castlery.com/",2016,0.1755,0.8245,0.0,0.20095
64,"My bed frame is from Castlery, study table Iâ€™m intending to get the Apache desk from myseat.sg Posted from Hell B18 HardwareZone Forums app",2020,0.0,0.833,0.167,-0.6808
65,ANYONE BUY FURNITURE FROM THESE SHOPS BEFORE ? looking for a really COMPACT (FABRIC)*2-seater and 3-seater sofas............not more than $1500 for both..........many thanks CASTLERY (CASTLERY.COM) COMFORT FURNITURE (COMFORTFURNITURE.COM.SG) BORN IN COLOUR (BORNINCOLOUR.COM) HIPVAN.COM FURNITUREMART.SG - this one cheapo n JIALAT...........,2018,0.0925,0.9075,0.0,0.36485
66,"Price is what u pay, value is wat u get Sent from Google PIXEL 2 XL using GAGT",2020,0.143,0.774,0.083,0.25
67,"HipVan was quite meh for me. Didn't like Comfort Design too. Castlery is ok. Can consider getting when they have sales. Born in Colour ok. I also got some furniture from GreyHammer, quite happy with those. Etch&Bolts not bad too, but pricey. IKEA is decent too, for some stuff. Of course, there's Crate and Barrel if you have money to burn..",2020,0.1505,0.74625,0.10325,0.0984
68,"KDK fan is good... I have one in my room , still working well after 19 years ðŸ˜",2016,0.297,0.703,0.0,0.29569999999999996
69,clothing nowadays either zara or gucci or nudie or apc who will buy from robinsons home appliances just buy online from electronic retailer or source from taobao furniture and home just go ikea or crate barrel or castlery,2020,0.0,1.0,0.0,0.0
70,castlery is quite good i feel. they can keep your stuffs for quite long also and their price range is not that ex. if not comfortdesign also has quite abit of nice sofas.,2016,0.23266666666666666,0.7673333333333333,0.0,0.321
71,"Exactly..I need to put my butt on the sofa before committing.. And my sofa not here yet... The lady from Castlery called me last Fri and it went, Her: Hi, i'm calling from Castlery and we wish to arrange for delivery of your sofa *Excited* cos tot here already Me: Sure, any weekend will do. Her: How about the 1st sat of Aug Me: Chey...Anything lor..",2016,0.04066666666666666,0.9593333333333334,0.0,0.20413333333333336
72,"Haha we bought from castlery too and the sofa was just delivered last sat. They were late somemore, say 4 to 6 but came ard 6.30. My guests were hanging ard waiting for them to install. Wanted earlier delivery and even self collect but they can't because doing stocktake.",2016,0.047,0.9530000000000001,0.0,0.1147
73,Still like my castlery miller table..,2016,0.333,0.667,0.0,0.3612
74,wah. kevin dulan!,2016,0.0,1.0,0.0,0.0
75,you like somersby? Tried rekorderlig before?,2016,0.278,0.722,0.0,0.1806
76,"Hi, im doing scandinavian decor for my 4 room as well. My reno costs are apprx 35k including : -wall breaking @ 3 sites -carpentry for 2 tv, bomb shelter, kitchen cabinet and mbr wardrobe -Evorich flooring at $6.2 psf for 7xx Square Foot. -Lighting & electrical -Bathrooms faucets basins etc -Castlery furniture around 5k Some tips for cheaper scandinavian design : -GO light on the carpentry -Use HERF type flooring of lower PSF price -Dont break walls (but scandinavian more open space is better, mine is open concept kitchen and breaking 1br to extend the living room) some screenshots of the decor i made using homebyme software :",2017,0.08666666666666667,0.8676666666666667,0.04566666666666667,0.03976666666666667
77,This type a bit Bornincolour style too,2016,0.0,1.0,0.0,0.0
78,"My Eubiq was purchase last year Mar while my Dyson was done last Nov/Dec.. TV was 1-2 months before and the rest was when i got confirmation of key collection date since got address to arrange delivery to. Side note, sofa from Castlery was delivered finally ytd.. Spoiler! Next to scout for a coffee table, a bedside table and maybe a day bed or something similar for my studyroom corner..",2016,0.0,1.0,0.0,0.0
79,Soooo gorgeous!,2016,0.811,0.189,0.0,0.6476
80,"There is a few more that I know, like www.lazada.sg , hemma.sg novena.com.sg and castlery.com",2014,0.201,0.799,0.0,0.4144
81,"Now that i'm out of picture to post(All on home pc, nv upload ytd) so this post would be on the appliances, furniture for the house.. First up, Wet items(From Hoe Kee): - Blanco Naya 6 + Tape combo - Roz round basin(Both toilet) - Grohe Euphoria 180 Rainshower set(MBR) - Grohe Bauloop High Body Mixer Tap(Both toilet basin) - Grohe Ntempesta Shower Rail(Common) - Grohe Bauloop Bath mixer(Common) - Grohe Bidet Spray(Trigger Spray for both toilet) Those items for towel, toilet roll, those shampoo holder all from Ikea cheap cheap.. Kitchen Stuff: - Mayer MMGH770(Gas Hob) - Mayer MMBCH900(Chimney Hood) - Morphy Richard Redefine Hot Water Dispenser - Zojirushi NS-ZAQ18(Rice Cooker) - Hitachi AV200E(Microwave Oven) - Sharp SJ-PD58V-BK(Fridge) - Sony KD55 X8500D with Sony Pivot Wall Mount - Dyson DC47i + V6 SV03 - Samsung WA10J5750SP(Washing Machine) - Mitsubishi MXY3A28VAR7(Compressor), MSYGE10VAR2(Fan coil for both bedrooms), MSYGE18VAR2(Living Rm) - KDK U48FP Ceiling Fan - Bomb Shelter Rack(Boltless L Shape 170cm length, 120cm width, 210cm height from RackSG) Furniture: - Castlery Miller 1.8m Dining Table(Use it for workstation) - Castlery Tana Sofa Sectional Right Hand Facing(In Navy Blue) - Ikea Hemnes King size bedframe + Lonset slatted bed base - Ikea Hovag King Mattress with TUSSÃ–Y Mattress Pad - Daffy Dining Chairs(Use for study table from Star Living) - Cathy Bar Chair(For Dining Table) Off my mind, can only rem this.. Tonight then can consider with that Sat afternoon picture where some installation came in..",2016,0.045,0.9435,0.0115,0.48339999999999994
82,"Still not done yet..Left a few items to go like some area need paint touch up, this wed put up those missing t5 lights and chimney hood..Need evorich to come in again to do some touch up..Tempered glass backsplash and shower screen should be in this few days.. Spoiler! Last 2 days whole day there..Until ytd night my wife and mom say i lost some weight.. Sat was, - Citygas turn on gas supply - Ikea Delivery - Hitachi delivered microwave oven - Gain City delivered fridge and washing machine - Mayer came down to exchange my chimney funnel with the right one and also fine tune my cooking hob - RackSG came down to fix up my BS rack - AnDigital came down to fix my main door, gate lock..Digital door viewer, slide arm and my letter box lock. Sunday was move most stuff over including my tv..and fix up my bedframe.. Now whole body aching..But glad it's finally going to be over.. This fri is Sony coming in to mount my tv, Castlery coming in with my study desk and M1 coming in to activate my fibre..",2016,0.0425,0.9265,0.03083333333333333,0.1444
83,"did a brief google, will drop by castlery go look see.",2016,0.0,0.811,0.189,-0.2732
84,Moi just saw 155cm guy with gf at castlery showroom,2020,0.0,1.0,0.0,0.0
85,Castlery also sells some,2016,0.0,1.0,0.0,0.0
86,Casterly stuff bery naise.,2016,0.0,1.0,0.0,0.0
87,"I read that there is another brand of full latex mattress: Willow Mattress, any review on this? Besides Scanteak and Castlery bedframes, i also found out about this Namu Wood Furniture, anyone bought from there before?",2019,0.0,1.0,0.0,0.0
88,"Hi bro, Willow is 18cm/7"" thick. Hard time finding that info, its under the FAQ subsection. For a thailand made latex 7"" at 2449 for queen, very very very very over priced.. at that price point rather get the belgium made. I personally think thailand made full latex are very similar to malaysian made, considering bro calkel bought getha 30cm at similar price point.... no reason to get willow. Namu wood seems to have good reviews on google too.",2019,0.048799999999999996,0.9086,0.0426,0.008340000000000005
89,went to castlery just now.. really nice place to shop for furnitures! will be buying my tv console from there.,2016,0.1175,0.8825000000000001,0.0,0.2622
90,I used peeka quite alot previously So far no issue Quite satisfied with them,2016,0.187,0.664,0.15,0.1567
91,Why not u push ur study table closer to the wall/window? Like that ur ac cable dun have to be dangling in the air,2020,0.086,0.9139999999999999,0.0,0.1806
92,U stay in bukit panjang?,2020,0.0,1.0,0.0,0.0
93,"SIC, castlery promo code. $50 dollar for every $500 spending. Heard can split the payment to make full use. Code: ID82XZA7FAL",2016,0.0,1.0,0.0,0.0
94,hey thanks for your reply! Any reviews on the shops mentioned? Do they have varieties like novena and nova?,2016,0.23566666666666666,0.7643333333333333,0.0,0.2846
95,"I just viewed their website but it doesnt seems to have what I want. the sofas are all fabric, no half leather. The bed also dont have the one with storage. Not like the ones I saw in Nova & Novena though. Sigh",2016,0.2232,0.6872,0.0896,-0.08606
96,"My ex study room aka new dining area..Still waiting for chairs from castlery to be delivered on 1st June.Pardon the mattress, already unpack into my room. This image has been resized.Click to view original image Wife recently hooted this from Taobao. Was looking at it in Jan but dont have the colour she wants and that time cost rmb700+, recent 520 sales drop until rmb208.. This image has been resized.Click to view original image",2020,0.091,0.88325,0.02575,0.061124999999999985
97,Castlery furniture design r much nicer.,2016,0.42,0.58,0.0,0.4404
98,"I cannot afford la. My hse design bare minumum. All design by myself, i ask then do this n that from color, material to design. I oversee whole thing.",2016,0.0,1.0,0.0,0.0
99,"just read through the thread, is maxcoil really good? what's the one for pure latex? the other one royal brilliance i cannot find online on their website, really got such model??? edit: any lobang for bedframe? saw one nice bedframe from castlery but their stuffs are expensive and feel is only normal quality, but most of all is slatted bed base and i prefer a full flat/board one",2019,0.11739999999999999,0.8825999999999999,0.0,0.27662000000000003
100,"Tb confirm have..I was looking at it the other time for my workstation table,calculate all in about $800 but quality is unknown so went castlery and hooted 1.8m miller table..",2016,0.0,1.0,0.0,0.0
101,Final piece of the puzzle delivered !!! Castlery Tana Sofa..Might get a coffee table if i spot one..,2016,0.0,1.0,0.0,0.0
102,Very nice! It looks cozy. How's the sofa? Comfy?,2016,0.193,0.807,0.0,0.1311
103,"Slowly my friend, you have plenty of years ahead if you to fill spaces up",2016,0.186,0.814,0.0,0.4939
104,Zara under same coy,2020,0.0,1.0,0.0,0.0
105,"Not going for customized, just off the shelf will be fine or from hipvan/castlery kind of websites. Fabric designs are nicer but after a while, might discolor. Most probably going for synthetic.",2020,0.099,0.901,0.0,0.14683333333333334
106,"I just pwp with my mattress, PU material. I think fabric is actually a bit more expensive. PU humid environment long term sure peel one though",2020,0.06333333333333334,0.752,0.18466666666666667,-0.18803333333333333
107,Your main door jin swee leh. Thought HDB compulsory install one for us one? Your kitchen the cabinet not scared got dust settle on top ah? The light damn nice though,2016,0.15625,0.76425,0.0795,0.130175
