,Body,Year,Positive,Neutral,Negative,Compound
17,"some renotalk blogs buy star living. the furniture look nice. my sofa from furniture club park mall during gss sale. my bed is carpentry. dining table i want the pomelo table but no sales for guest room, i probably get from castlery. the rest of the furniture maybe custom made. have not decide on laminate. is it better to have visual uniformity? as in all the laminates in the flat have to match or the same ones?",2016,0.09,0.876,0.035,0.5362
18,"castlery, comfortdesign, star living. shld be quite okay. but its peasant range stuffs for fellow peasants.",2016,0.096,0.904,0.0,0.1522
19,"omg, don't scare me le.. infested by termites? how did that happen? comfort furniture indeed has some nice pieces. even star living for cheaper ones. some constant sale going on.",2013,0.235,0.765,0.0,0.8068
20,"don't buy from bedandbasics.sg no matter what. their 100-day return policy is ********. they sent me a stained and drooping sofa and refuse to refund me. said it's cos the item is no longer in its original packaging. how the h do you inspect a sofa without removing its packaging?! on top of that, they are very very rude and niao and keep trying to fleece me and my hubby. go fortytwo instead. they're really decent and the customer service is topnotch. they just didn't have the kind of sofa we wanted. bought from star living in the end, which was also pretty cool. they were nice at least and helpful, and the quality is of some standard.",2018,0.127,0.795,0.078,0.662
21,"don't buy from bedandbasics.sg no matter what. their 100-day return policy is ********. they sent me a stained and drooping sofa and refuse to refund me. said it's cos the item is no longer in its original packaging. how the h do you inspect a sofa without removing its packaging?! on top of that, they are very very rude and niao and keep trying to fleece me and my hubby. try to make us accept an exchange but the quality and design is unacceptable. and their attitude is the worst. go fortytwo instead. they're really decent and the customer service is topnotch. every time i've bought from them, i've had a good experience. they just didn't have the kind of sofa we wanted. bought from star living in the end, which was also pretty cool. they were nice at least and helpful, and the quality is of some standard.",2018,0.144,0.758,0.098,0.788
22,"don't buy from bedandbasics.sg no matter what. their 100-day return policy is ********. they sent me a stained and drooping sofa and refuse to refund me. said it's cos the item is no longer in its original packaging. how the h do you inspect a sofa without removing its packaging?! on top of that, they are very very rude and niao and keep trying to fleece me and my hubby. go fortytwo instead. they're really decent and the customer service is topnotch. they just didn't have the kind of sofa we wanted. bought from star living in the end, which was also pretty cool. they were nice at least and helpful, and the quality is of some standard.",2018,0.127,0.795,0.078,0.662
23,"hi ocbc, is star living eligible for 10x? thanks",2019,0.266,0.734,0.0,0.4404
24,"hi zercab, star living transactions will not be eligible for 10x ocbc$. ^dg",2019,0.0,1.0,0.0,0.0
25,"don't buy from bedandbasics.sg no matter what. their 100-day return policy is ********. they sent me a stained and drooping sofa and refuse to refund me. said it's cos the item is no longer in its original packaging. how the h do you inspect a sofa without removing its packaging?! on top of that, they are very very rude and niao and keep trying to fleece me and my hubby. go fortytwo instead. they're really decent and the customer service is topnotch. they just didn't have the kind of sofa we wanted. bought from star living in the end, which was also pretty cool. they were nice at least and helpful, and the quality is of some standard.",2018,0.127,0.795,0.078,0.662
26,"it's good to share, thanks.",2018,0.8,0.2,0.0,0.7906
27,you can try star living... i bought my dining set from there,2016,0.0,1.0,0.0,0.0
28,any reviews? i've been told to avoid star living by many people!,2016,0.0,0.815,0.185,-0.3595
29,"i was told not to buy from harvey norman, nova, etc. in fact almost every furniture shop got negative review. but what to do? choice are really limited if you exclude all these. also thinking of whether to buy now or wait to see if got christmas sale.",2016,0.0,0.855,0.145,-0.7572
30,"hi all, just wish to warn you people if you want to buy furniture from the star living furniture. i bought a set of furnitures from star furniture at a cost of about s$5,000 in mid 2011 and i was informed that the furnitures will be given 1-year of warranty. little did i know that immeidately after the warranty period, the furnitures (sofa set, coffee table, tv table) started to develop cracks. i immediately called the company to complain about this and do you know what they replied me? they told me that as the warranty has expired, i would need to pay for them to come and investigate and i would need to pay for all the repair work if i so wish. after i told them that i will complain to case and expose them in the media, they quickly replied that they will waive the cost for them to investigate but i will still need to pay for all repair work. the purpose of this thread is to warn you folks out there who is contemplating to purchase furnitures. if you wish to purchase furnitures that will last only for the very short-term, star furniture will be right for you. by the way, they have 4 lines of brand and are as follows: 1) zen tradition living; 2) mondi lifestyle gallery; 3) lucano; and 4) star living.",2013,0.037,0.911,0.052,0.2023
31,star living ok bah. if me i will avoid those at sungei kadut.,2016,0.153,0.694,0.153,0.0
32,star living things furniture like not bad but the price a bit high.,2020,0.269,0.731,0.0,0.397
33,eh? star living in italy? why he got problem with u living in aussie?,2021,0.0,0.787,0.213,-0.5007
34,since when i said i ever was living in oz? why chiu nao then know dr starmerck kor kor is living in italy? mai sng siao sng siao hokay. people is high ses doctor but you shouldn't take his word i am in oz.,2021,0.0,1.0,0.0,0.0
35,"don't buy from bedandbasics.sg, they're really terrible. their 100-day return policy is ********. they sent me a stained and drooping sofa and refuse to refund me. said it's cos the item is no longer in its original packaging. how the h do you inspect a sofa without removing its packaging?! on top of that, they are very very rude and niao and keep trying to fleece me and my hubby. refuse to come and pick up the damn couch until we agree to pay them $80. go fortytwo instead. they're really decent and the customer service is topnotch. they just didn't have the kind of sofa we wanted. bought from star living in the end, which was also pretty cool. they were nice at least and helpful, and the quality is of some standard.",2018,0.118,0.766,0.116,0.0843
36,taobao can ship to sg?,2016,0.0,1.0,0.0,0.0
37,"ya, can find similar items in taobao.. hipvan ar? that time was looking at them then my wife also found similar design in taobao , hipvan price like hype up leh..",2016,0.079,0.921,0.0,0.3612
38,"oh dear, where is your child studying now? i thought xin hua primary is located at hougang...? i will not recommend any id to you... haha.. after talking to a few ids, i feel that they just want to close sales and get commission... i decided to buy furniture first to move in. just buying furniture already cost a bomb at times...haha since yours is 3 bedder, you will have a larger space and should be able to buy suitable furniture to fit in for quick moving solution. i saw a few junior bedrooms set all in one structure at star living located at tampiness space which maybe suitable to your child's needs and liking since he/she is in primary school.for furniture, it will be easier to find those shops like star living as they have ready stock for common furniture. with young children, it is good to keep house as simple as possible as you will realise there will more and more stuffs piling up as time passes...lol.. cleaning is biggest headache.",2019,0.125,0.846,0.03,0.9343
39,"now that i'm out of picture to post(all on home pc, nv upload ytd) so this post would be on the appliances, furniture for the house.. first up, wet items(from hoe kee): - blanco naya 6 + tape combo - roz round basin(both toilet) - grohe euphoria 180 rainshower set(mbr) - grohe bauloop high body mixer tap(both toilet basin) - grohe ntempesta shower rail(common) - grohe bauloop bath mixer(common) - grohe bidet spray(trigger spray for both toilet) those items for towel, toilet roll, those shampoo holder all from ikea cheap cheap.. kitchen stuff: - mayer mmgh770(gas hob) - mayer mmbch900(chimney hood) - morphy richard redefine hot water dispenser - zojirushi ns-zaq18(rice cooker) - hitachi av200e(microwave oven) - sharp sj-pd58v-bk(fridge) - sony kd55 x8500d with sony pivot wall mount - dyson dc47i + v6 sv03 - samsung wa10j5750sp(washing machine) - mitsubishi mxy3a28var7(compressor), msyge10var2(fan coil for both bedrooms), msyge18var2(living rm) - kdk u48fp ceiling fan - bomb shelter rack(boltless l shape 170cm length, 120cm width, 210cm height from racksg) furniture: - castlery miller 1.8m dining table(use it for workstation) - castlery tana sofa sectional right hand facing(in navy blue) - ikea hemnes king size bedframe + lonset slatted bed base - ikea hovag king mattress with tussy mattress pad - daffy dining chairs(use for study table from star living) - cathy bar chair(for dining table) off my mind, can only rem this.. tonight then can consider with that sat afternoon picture where some installation came in..",2016,0.044,0.942,0.014,0.765
40,"oh okie. thank u. i had a tumble in my tertiary edu, and thus i can only do lower end pmet jobs, plus a few yrs back someone i was doing hp exporting biz with ran off with all the money, only managed clear all the debts incurred from that biz last yr. so still quite broke now... so 2 yrs later after get key, not sure if able to save enough for basic reno + furniture for my new place",2020,0.099,0.811,0.09,0.1977
41,morale of the story is.... dont give small local company chance.. always go to the bigger local companies ...even though they are not the cheapest.. i always buy from lorenzo... and courts... .very reliable. .also got one.. i think is a star living.. the big furniture shop near alexandra mrt area same for cars... buy from the biggest pi and ad... not the small time pis,2021,0.0,1.0,0.0,0.0
42,"yup, mine mostly ikea & star living things.",2020,0.0,1.0,0.0,0.0
43,"depending on the stuff u getting, should prepare around 50-55k for everything including reno.. the list, - dyson is the vacuum cleaner which consist of a dc47i + v6 sv03 cordless - hdb misc is the sc&c fees i paid during key collection - hoe kee is the rainshower, basin, taps, kitchen sink + tap - the ikea(kelvin) is my friend help me buy the 2 toilet roll holder - megaman tracklight is the 2 u see infront of my wardrobe + studyroom.actual cost is $224. - both ikea misc consist of alot of items..bedsheet + quilt cover + quilt for both beds, pillows, small items, dustbin, some rack, small laundry cabinet etc etc - gerton table legs is the one u see on my bar table - star living consist of 4 chairs namely 2 cathy barchair + 2 daffy study table chairs - the $73.30 ikea also small items. - bs rack is the bomb shelter rack from racksg - lighting is after conversion from myr edit: never add in my eubiq powertrack which cost me $2099 and also a sony ct380 soundbar i purchased ytd..",2016,0.07,0.93,0.0,0.891
44,"keep it up, not easy. me too, i sometime change my mind and change design and colour. think for very long. not as decisive as many of you all and sometime forget bring my taste out. gixxerfied, star living chair are up to date, i think they have their own supply in china, cos. i see similar design on tb, i like 3 star living chair but only managed to find similar on tb, no same colour and same chair pvc cover. http://www.starliving.com.sg/e-shop/...ing-chair.html http://www.starliving.com.sg/e-shop/...ing-chair.html anyone see these on tb, kind give me the link, lol only wanna get these with prime else not worth shipping over and install myself. overpriced item http://www.starliving.com.sg/e-shop/...ing-chair.html tb: https://item.taobao.com/item.htm?id=...44&tosite=main anyone buy from hipvan before? https://www.hipvan.com",2016,0.082,0.845,0.073,0.628
