,Body,Year,Positive,Neutral,Negative,Compound
29,"I am looking for a teak wood wardrobe... so far saw one at scanteak and I'm wondering if there are any (preferably better) alternatives? Checked many teak wood seller websites and they don't sell wardrobes... most of them sell tv consoles, dining tables or bed frames. Any suggestion or alternative would be greatly appreciated. Thanks!",2016,0.33475,0.66525,0.0,0.262225
30,Can try Widharja. Did you check out Tan Boon Liat building? A couple of furniture shops there.,2016,0.0,1.0,0.0,0.0
31,"If you are a fan of teak wood, there's actually two scanteak outlets at balestier. One at pegu road while the other is nearer to the thomson medical side.",2015,0.075,0.925,0.0,0.1591
32,"Can try Mylatex, Scanteak's latex, etc. Got people ordered from Malaysia and send it over in previous page.",2018,0.0,1.0,0.0,0.0
33,How much for queen size,2018,0.0,1.0,0.0,0.0
34,"If solid wood is best, maybe companies like scanteak and their direct competitors should set up new department specialising in hifi stands.",2020,0.304,0.696,0.0,0.8074
35,"Err, I'm talking about racks bro.. A simple stand made of wood will be a terrible idea. The wooden Stands have a complex construction. You don't need a special TV rack, but the materials do make a difference. Hi fi racks are built for solidity, and also circulation.",2020,0.0,0.9225,0.0775,-0.15925
36,"checking out picket rail what about brands like castlery,fortytwo?",2016,0.238,0.762,0.0,0.3612
37,"Oh Hong Liang. We spent more time with the nice lady at Aik Leong. Will check out Hong Liang. Today we spent some time at this place called Wihardja, selling mainly teak furniture. Anybody bought from them? Their pieces seems interesting and cheaper compared to Scanteak, but quality probably not as good.",2016,0.05366666666666667,0.9175,0.028833333333333332,0.018733333333333334
38,"Getha is full latex afaik and that makes it very expensive and maybe very soft. You don't need full latex, you can have a latex top with spring, that should shave the cost by half. Different brands will use different springs with different firmness. There are many brands but of course which is a good brand using really pure latex is another question. More affordable brands are scanteak, maxcoil, mylatex, tilamking, etc.",2018,0.0552,0.9448,0.0,0.159
39,So does Getha full latex price range belong in the same category as mylatex since it's also MY-based? The major difference between mylatex tara series is like half the price of EB's Heveya series.,2018,0.0715,0.9285,0.0,0.1806
40,Scanteak ish goot quality!!! i oso jin tempting.,2016,0.0,1.0,0.0,0.0
41,"Where did you people buy your dining table and study table? I was initially eyeing a dining table from Acebed but they no longer sell them. Luxuriant Furnishing's stainless steel table was something my wife like but too ex and not happy with warranty on tempered glass. Maybe will have to switch to Nova or StarLiving for their tables. More affordable. For study table, maybe scanteak. They have some fair this weekend in Henderson road with some discount.",2016,0.03485714285714286,0.9151428571428571,0.05014285714285714,-0.08644285714285714
42,"Quote from the internet: Plywood is comprised of glued layers of hardwood about 3/32” thick. It will usually be 7 to 9 layers so that it’s final thickness is about 3/4 inches. When exposed to medium to high levels of moisture, plywood will experience little warping. It also can be exposed to moisture cycles (low to high repeatedly) without showing significant warping or swelling. Of course if your kitchen is in a humidity controlled environment, then fluctuations in humidity may not be pose a problem. For ""fine"" furniture, solid wood is preferred when the beautiful wood grains are exposed. You get to play around with woodworking joinery methods, nails and screws are usually avoided... Getting to choose your preferred kind of wood etc When you go to the usual solid wood furniture places like Scanteak (lowrange) or condehouse (Highend), things to note is the workmanship or craftsmanship*, open and close the drawers, run your hands and caress the tabletop... This image has been resized.Click to view original image",2016,0.093,0.8635,0.0435,0.1880875
43,2m too long will cockblock my door lol 175cm max there's only 1 table that is 170cm at ikea but its dining table lolol... just gonna settle with bekant 160cm...need decide L or straight,2020,0.124,0.876,0.0,0.5023
44,"gxgx bro! not bad so many stuffs for only $1.7k+ actually there's one scanteak at paya lebar only, u shld shun bian go there as well.",2016,0.0955,0.9045000000000001,0.0,0.30295
45,Scanteak one dining set will be abt 1.7k liao,2016,0.0,1.0,0.0,0.0
46,yolo~ here 1.7k like $17.,2016,0.385,0.615,0.0,0.3612
47,I already aim their bed frame for masterbed room lol... $1399 Pm if you need pre wedding photography! HardwareZone Forums app,2016,0.0,1.0,0.0,0.0
48,"Tried slumber land's arcadia and Marisa. Heard they are the new models. The latex top is a mixture of wool, don't know why, don't like,got what infra red technology which sounds like gimmicks. Price is around 1.7k. Went to tilamking, their 4 inchlatex plus pocket spring is 1.7k, feel is okay. There's another ergo range, it's 1.1k Iirc, the firm type. Feels good for me but I don't like pu foam. Went to scanteak, they have their own latex and a German brand. Their latex is from Malaysia. Got one mattress with about 3in thick of latex with spring, is 1.4k. Price imo is acceptable but don't know why feel it's too soft. They also have full latex. 6 in Iirc is $2.4k, 8 in is 2.9k. They have this German brand the sales claim to be very green and good but pu foam how can it be healthy. Went to Google but can't find any info about that German grand and technology. Heard firm mattresses are for 85kg and above. Any good brands for latex plus spring? Can't find my latex anywhere and their website don't even reply. Is there any place to try near central or South SG? I don't want memory foam or pu because they degas toxic.",2018,0.0776,0.89245,0.0299,0.11086000000000001
49,Try dreamland mattress? Latex. Made in msia. Bot 1 in tradehub21 there,2018,0.0,1.0,0.0,0.0
50,"Tried them at HN and quite pricey, not sure if it's pure latex top, don't feel so to me for those in the affordable range. Mattresses are suppose to be replaced once every 6-8 years. So not sure if you really wish to fork that amount every time. Research shows that replacing the mattress regularly provides the best support to the back as the mattress will sag or the springs will lose its dexterity. I was looking for latex top too, scanteak was selling at $14xx, tilamking $17xx. 65% of the rubber in the world comes from South east Asia, the rest mostly from Asia like India and Vietnam. Don't make sense to me to get an European brand for latex, most likely they will need to import the latex, process then export, adds up to cost for nothing. Malaysian or Indonesian brands are cheap and good, lucky singapore happen to be right beside both of them.",2018,0.120875,0.841375,0.037875000000000006,0.24658750000000002
51,"hi! I have been happy go lucky see see look look at this moment till TOP. Had visited Furniture Mall at Beach Rd (Note: All shops would be shifting to AKIRA Building this year soon), Trade Hub 21 at Boon Lay Way, IKEA Alexandra. Brand names like Scanteak has good lasting sofas and solid bed frames. Weiken.Com interior design offer plenty of ideas. So why not go jalan jalan first and get some fresh ideas. I will share with you all any new places of interest if I find any.",2012,0.19757142857142856,0.8024285714285715,0.0,0.3592857142857143
52,"Hi there Thanks alot for sharing ideas & place of interest... wow.. went ""shopping""/jalan jalan around liao... great ideas to look around to find new ideas.. Scanteak: pretty good... if you're fan of solid wood furnitures... we have a few piece of furnitures from them ourselves for years liao.. EC/Condo showroom: We can also pop to some of the EC/Condo showroom to get some ideas too.. Even if their floorplan & design maybe not suitable for Trivelis size but then you can still try to pick up some small bits & pieces of ideas here & there too.. Something to share with: Bedframe it's better to get a soild wood bedframe as you don't want to have yr bed crash down the floor in the middle of the night while you're sleeping.. this happen to one of my friend's little kid where whole bed collapse in the middle of the night.. lucky their dog is not under the bed that time if not sure gone case...",2012,0.1595,0.788,0.0525,0.4356
53,"Scanteak, Tilam king and many brands have latex top, just that most cost at least two times more.",2018,0.096,0.904,0.0,0.2023
54,Any particular reason why you got Tilam king as compared to Carson or other alternative you tried?,2018,0.0,1.0,0.0,0.0
55,Any recommendations for king bed frame divan style non storage with flat base around 1.5k or less? Went scanteak didn't like the look of their frames.,2019,0.0,0.8955,0.1045,-0.13775
56,"Our offline purchases As the saying says.... BBBMTL! (Buy Buy Buy Mai Tu Liao!) especially when there is a sale... since there is not much of a difference if you buy now or later... since there is a sale... might as well! Especially if it is a necessity and not want for your new home. For furniture, since ours a mainly a Scandinavian theme, we go for mostly pencil leg furniture... which makes our living space looks bigger. TIP: - Sign up for Robinson OCBC card, it will be very useful especially the additional 5% cash rebates + close door sales for members! - Takashimaya vouchers is very valuable as it has no expiry date! So store it for your new home purchases! Any other vouchers like Robinsons voucher also very valuable to save further for your home needs purchase. Furnitures: 1. Comfort Design Furniture - http://www.comfortfurniture.com.sg/ We find their prices slightly more competitive than Castlery. Quality wise is still very decent for this price. We bought our Sofa set, Dining Table set (bench + 2 chairs), small coffee table. 2. Scanteak - http://www.scanteak.com.sg/ This is more of a want... as I quite love the solid build of their furniture, so decided to splurge on their bed frame for the Master bedroom and also a small sturdy table that is on sale to hold my dry cabinet of my precious camera equipment. 3. Muji - http://www.muji.com.sg/ My wife love their stand mirror (full length), since we got a $30 313 voucher which we got from the purchase of a Sony TV, might as well! 4. Robinsons - http://robinsons.com.sg/ We missed out on their black friday sale to purchase their Simmons backcare 4 series mattress which goes as low as $3.2k after discounts and members rebate as my friend's card limit wasn't enough, and that pushes me to go apply the card myself lol. We placed a $200 deposit with Robinson Bedshop (look for Sheila if you want to purchase Simmons mattress) at their Heeren branch. This effectively locks their price (which ever is lower when there is a promo). So as of now we are still waiting for their additional 10% card member rebate... We also bought loads of other stuffs which I will cover later below. 5. Inkagu - https://www.inkagu.com/products/shin-ju-mattress Always see their special price mattress ad on Facebook and since it cost only $299... so BBBMTL, this is for our guestroom. 6. Ki-mono - http://www.ki-mono.net A pity they are closing down... they have very nice japanese theme furnitures which we can match our Scandinavian theme. We bought a rack for kitchen use and also a clothe rack at very attractive closing down sale price. Appliances: 1. Sony store @ 313 Just happens so... my buddy's wife works at Sony so yes! we can get staff price. Bought Sony TV KDL-55W800C at $1.2k+! Cheap right? 2. Heritage Bathroom Gallery Ironically we didn't buy any bathroom stuffs from them but bought from them a Fujioh hob & hood set and Bosch oven ($50 cheaper than other shops we went!). 3. Gain City Initially we wanted to buy our Electrolux washing machine & dryer from Paris Silk but they cannot hold stock for us too long... so in the end we went to Gain City to buy from them. Price slightly higher than what was quoted by Paris Silk. 4. Tim Wong (Aircon) from Renotalk - For our Mitsubishi Starmex (2 tick) air con 5. Mega Discount (Kallang Leisure Park) - https://www.megadiscountstore.com.sg/ Initially we are eyeing a Hitachi or Mitsubishi refrigerator but after the sales person show us what a Samsung fridge can do and the build quality + door test... we are sold! Just hope that it doesn't *chibaboom* later! lol 6. Robinsons Used my wife's vouchers ($350) to buy Zojirushi Induction Heating Rice Cooker NP-HBQ10 which is at promotion price $489 but we only paid $139! Got a free rice stocker as well. 6. Philips Carnival Sale (once a year!) Bought some stuffs during the sale last year, steam garment iron + iron + toaster + kettle. 7. AOSBath - https://www.aosbath.com/ Bought a 40L digital model storage heater (AO Smith) for convenience and electricity savings. 8. HT Lighting (Johor Bahru, Permas Jaya) - http://www.htlightings.com/ Bought ceiling fan Aeratron AE3 50' Light Oak color for 1480rm, SG selling this for $1099 SGD! If anyone need their sales contact number (via whatsapp) to check price before going in to buy let me know! Others: 1. Hansgrohe We bought a bundle deal during their warehouse sale last year October. We was given a 25% voucher which we went to buy additional Tap and shower set for the common toilet. 2. Robinsons Too many things to buy here especially kitchen use... Le Creuset, WMF, Corelle, Lock & Lock, Bodum, bedsheets etc during their member or public sale! We also make use of my wife's Citibank redemption of Robinson vouchers as well. I also got my NS voucher which I am keeping to buy the Simmons mattress haha 3. Takashimaya I accumulated $230 voucher prior to this... bought a tefal air fryer on promotion at $279... so we only paid $49 for it LOL 4. IKEA Bought their pull out cabinet to be integrated with our kitchen cabinet. Also bought accessories for kitchen use. 5. Hoe Kee They are the only one carrying Blanco brand for kitchen sink in SG, so not much of a choice! 6. Big Bath (Johor Bahru) -http://www.bigbath.com.my/ Since we went to HT Lighting to buy ceiling fan, drop by here to bought some bathroom accessories from them, automatically given discount without asking haha. Let me know if you need any details of our purchases above. Too many purchases to go into detail here",2017,0.07614492753623188,0.9108695652173913,0.013,0.14674927536231883
57,Bought all these in a set from scanteak.1.8k. Very expensive.,2016,0.0,1.0,0.0,0.0
58,Hi do you know exactly where is the shop in Alexandra Village selling mylatex? Thx!,2018,0.5,0.5,0.0,0.20995
59,"Getha only sell pure latex. I tried Mylatex at a shop in IMM, it's inside this shop that sells a lot of furniture. Scanteak also has a latex top and iirc it's selling at ard SGD1500. Latex + springs should be around below $2k. Pure latex is around 3k onward, depending on how thick is the latex.",2018,0.028199999999999996,0.9718,0.0,0.04046
60,"I read that there is another brand of full latex mattress: Willow Mattress, any review on this? Besides Scanteak and Castlery bedframes, i also found out about this Namu Wood Furniture, anyone bought from there before?",2019,0.0,1.0,0.0,0.0
61,"Hi bro, Willow is 18cm/7"" thick. Hard time finding that info, its under the FAQ subsection. For a thailand made latex 7"" at 2449 for queen, very very very very over priced.. at that price point rather get the belgium made. I personally think thailand made full latex are very similar to malaysian made, considering bro calkel bought getha 30cm at similar price point.... no reason to get willow. Namu wood seems to have good reviews on google too.",2019,0.048799999999999996,0.9086,0.0426,0.008340000000000005
62,"Scanteak, commune",2021,0.0,1.0,0.0,0.0
63,"Scanteak dining table chair. Tough and good. 6 years still going strong, and no dandruff(flaking) problems like those ""gaming"" chairs. ;-)",2017,0.46175,0.40325,0.135,0.204075
64,"just peasant nia... my only luxury in the house is my simmons mattress, scanteak bed frame, hansgrohe shower set... the rest all normal normal",2016,0.0,1.0,0.0,0.0
65,"Actually i start to wonder that testing long enough may also not tell much. Because if your existing bed is of a specific kind of firmness and you are used to the positioning. When the bed you try is somehow very different in its support and texture. One may feel uneasy and dismiss as it's not suitable. When I first got the latex mattress, I initially tot that the old one felt more comfy. Overtime, the body used to it liao. I kind of regret though, because i couldn't find Mylatex to try initially. I bought the Tilamking one. If I could choose again, I would had tried the full latex ones first before deciding. Not that I mean Tilamking one is not good though, I think they are very well made. Just that the price is not far from a Mylatex's full latex. You can find the Mylatex range here http://myaerofoam.com/en/collections/mylatex/ Take note the range sold in SG maybe different but the above link can give you a rough idea what to expect. If i'm not wrong, most full latex can flip, meaning you can use for a longer time. Better verify with the sales regarding this. The scanteak one imo is very soft and it's not even talalay. I think more to do with the spring resistance. If you are very light, maybe it's better.",2018,0.06294117647058824,0.903,0.034,0.04990588235294118
66,"Depends on which part of the house you want to set up. In China and India, I still see ppl using solid wood. In Taobao, some shops will tell you the natural finishing they use. Not sure are they reliable though. Scanteak all these sell solid wood furniture. If you really need to buy in sg those rtm cheaper solutions. Particleboard release the most voc, followed by plywood then butcher blocks. Rattan wood furniture are strong and good, not expensive. Imo they are very good for sofa frames. Kitchen is harder but kitchen should always be airy, those fumes from stir frying, braising all release carcinogens to the air. That's why many house wives got cancer. Maybe the kitchen top use tiles or stainless steel. Most contractors cut cost by using the cheapest material.",2015,0.13492307692307692,0.7767692307692308,0.08830769230769231,0.0655
67,that means no custom carpentry cabinate for kitchen and also wardrobe? since most of the time the carpentry use either soft plywood or hard ply wood. The Voc from plywood is from the chemical use to process of glue the plywood together?,2015,0.0,0.9096666666666666,0.09033333333333333,-0.1329
68,If u like wooden one can go scanteak see see but request for a flat base,2019,0.119,0.881,0.0,0.1901
69,"Unfortunately due to heighten demand, most of the work chairs and tables are marked up quite a fair bit. I recently got a chair from Progress Health (OrthoSeries IV)for my work from home purpose. I was fine with my old Scanteak chair back then, but prolong sitting with the computer table being slightly elevated makes it uncomfortable after few months of working from home. The chair certainly help bumping up the seating height and arm rest. If you can wait, then perhaps wait for the 9:9 sales to get one.",2020,0.1384,0.804,0.0576,0.10172
70,Today went scanteak buy dining table and chairs. Whole set 1.8k.,2016,0.0,1.0,0.0,0.0
71,Peekture please!,2016,0.722,0.278,0.0,0.3802
72,"Good mattress is one without memory foam especially not on the top (because of heat and VOC, Webmd says not suitable for babies too), The more funny layers there is the more foam you are getting so the more easier to sag. General natural latex full or with pocket spring is best desired. Cooling natural fabric is good. Cooling gel on top is no good (chemicals) Many asking about JB mylatex's full latex but like nobody bought any, got one bro bought from SG on qoo10 the Tara model, shop name is medalion (maybe spell wrong). To skip mylatex carson (search few pages back to know why) Good place to search for mattress and furniture is Furniture mall and IMM. In IMM you will also find the Maxcoil shop that alot of bros here bought the Jardin or Royal brilliance. Myself included. It is better to buy the frame with the mattress as there is normally package deal. If you buying wooden frame make sure there is no gaps at the base aka slatted base. Popular for wooden frame I think is scanteak and Castlery. ++ Attention bros that haven't payment finish at the imm maxcoil shop, other than grabpay now they accept paywave. Used my UOB PPV for 1k deposit. 4000 miles into pocket",2019,0.18946153846153846,0.7964615384615384,0.014076923076923077,0.40363076923076924
73,Thx bro. Appreciate the post. Btw are memory foam really that bad even if there's some cooling material on top? I using memory foam pillow and they are quite comfy. Not sure how it would feel on the entire body. Looks like I've gotta make a trip to IMM.,2019,0.27466666666666667,0.6616666666666666,0.06366666666666666,0.07138333333333333
74,"I went to a showroom before, 1.8k for a latex hybrid. I will avoid such hybrid. Latex is already cooling and natural, why bother with these types of blended material that mix latex with other fillers to lower the cost. Besides being cooling, latex is natural and release almost no toxic fume. Getting synthetic material is defeat the purpose. Not only mylatex, can try scanteak, tilamking, maxcoil, etc. No need to be too obsessed with the brand. I don't see alot of ergonomics in mattress that can fit everyone and every sleeping position. I think the firmness of the spring will play a more important role. Different body weight will require different firmness.",2018,0.0737,0.7735,0.1528,-0.06541999999999999
75,"Actually Latex is just a premium material as in less VOC, more cooling, etc. It don't really mean the support is better. I will suggest a firmer bed. A full latex bed might not be recommended since it's quite soft. Even my 3 in latex top, imo is too soft. Maybe 2 inch with lesser latex padding and closer to some firm springs might do me better. I will personally suggest that you go try all the latex + spring, those SEA brands should cost less than 2k. Then see which one is firmer, as in your butt won't sink in as much and curl you back too much. Brands that were mentioned here, are Mylatex, Bayshop, Tilam King, Magic coil, Scanteak, etc. If you are sleeping with a spouse, who might suffer from a bed that is too stiff instead. You may want to put a bamboo mat on your side, cheap solution, but it works.",2018,0.09245454545454546,0.8779090909090909,0.029636363636363638,0.0779909090909091
76,"Novena , full house , vhive , courts furnitures quite Sianzzz wan. U never look scanteak? But they have too much wood based design So not suitable for me.",2016,0.0,1.0,0.0,0.0
77,"Their storagebed is one of the best I have seen so far, but I didn't buy it as I am thinking to reuse my old frame. It is generally cheaper to buy with a bundle. If u plan to go with storage can go with theirs. However whether u want a hydraulic storage bed is entirely dependent on whether u have the use for the space below, some say its easier to get frames with leg for easy cleaning under the bed. Personally I rather not have legs so won't see don't see and no need to clean lol... But if ur furnishing requires wooden frame then u have to look elsewhere, most peeps would go to scanteak castlery etc to find wooden frames, there's a lack of those in IMM if u are interested in one. Most importantly remember whatever frame u buy always get one without gaps at the base which is very common in wooden frames. Even if it is fully wrapped with leather or fabric try to press and feel if it is slatted under the exterior. If u get slatted base ur warranty will likely be voided base on experiences of many.",2019,0.08088888888888889,0.9123333333333333,0.0067777777777777775,0.23765555555555556
78,Saw this King Koil Ultrapedic Plush for 1.9k (Queen) including customizable (non-storage) bed frames. Was told 'hotel feel'. Seems like a good deal? Just that the bed frame doesn't really match with the ID. Was thinking if should check out Scanteak mattresses too and bed frames instead.,2014,0.146,0.854,0.0,0.13194
79,all CMI one. Might as well get the day bed from scanteak.,2016,0.104,0.896,0.0,0.1366
80,Happy can Liao. U build a home sweet home for ur self. So u must satisfied the things u buy and design.,2016,0.429,0.571,0.0,0.5011666666666666
81,"Wow! Finally someone who went to all the shops I went to. For dormiente, was the one you tried the one where u could split the mattress into the male and female one? I remember the 18cm version was their classic range. The lady actually introduced the 23cm range with the horsehair? For me as she said I was slighty heavier (90kg heavy to german company meh... ) You are right to say 18cm is on the thin side though but I would say with a full latex mattress that is unlikely to affect the feel or performance of the mattress. From her explanations I also heard they had a coconut coir version used in their firmest bed, if u were looking at that version, I would strongly suggest going without the coconut (again) With European bedding I was actually looking at heveya 1, the one with only 1 layer of latex. This solely based on my personal logic that if I do use different layers of latex they must be varying densities which makes my money less worthwhile if I get lower density one . I remember this is 19cm high, still abit low. But the price range also on the lower side. I ultimately decided with european bedding over dormiente as I done some research online and found that the Latexco company was alot more renown and seems to be the largest latex MNC that even have plants in USA. I was also slightly skeptical about the horse hair on the Dormiente tbh. At the IMM shop, actually I tried the maxcoil relaxer which was their latex mattress first and that was what I shortlisted. It didn't have the fanciful 7 zone latex like the 2 brands neither was it Organic latex (although I personally think natural is enough, organic probably doesn't matter since not food..) but the price also more attractive obviously. This one was a 25cm so actually more good height for us. The very friendly guy then told us to try the royal brilliance, said it was their best selling model. If u followed my post u would have known for I actually only look at full latex mattress... but eventually the feel of the mattress was good and convincingly enough that the 4"" of latex at the top is good enough (this time I was called average weight hahahahah). More importantly the latex is also made by latexco so they were actually similar to what I saw at European bedding, plus the info presented on the mattress were similar. Honestly if u ask me, I would only choose between the heveya 1 and royal brilliance. (My wife doesn't like the maxcoil relaxer for unknown reasons). U would have seen another bro chaos that had booked the relaxer but seems his partner also like royal better ************************************ As for hilker, I do remember searching on it being a malaysian company licensed from the germans. So the price doesn't make sense at all. For the frame, I would reccomend not getting from dormiente or european bedding. Afterall they are latex producers not wood company... u may be better off with scanteak or castlery etc for wooden frames? Any idea btw if the aussino is like the old aussino or they sell completely diff stuff now? Think they disappeared for a long time",2019,0.13434615384615384,0.819923076923077,0.04576923076923077,0.2387269230769231
82,Oh yes and our long talk on frames shouldn't have slatted base and how someone's full latex mattress sagged on a wooden slatted frame.... hahahhaa. By the way scanteak actually offers to change their wooden slat base into a full piece of ply. Just for anyone's info,2019,0.034999999999999996,0.965,0.0,0.13396666666666665
83,"For getha peeps, i got a transforme plush written as full latex. Do check out of course. There is a full latex block as well, but damn soft, we sleep, macam sink in. Mine is full but of different density.",2019,0.02025,0.9075,0.07225,-0.151475
84,Why not teak? :p,2019,0.5,0.5,0.0,0.17
