date,username,text
2017-12-16 15:35:29,ekster_and_jay,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
2017-12-16 13:11:31,pink19r,:smiling_face_with_heart-eyes:
2018-03-30 21:22:58,fountart,Oooh amazing!
2017-12-28 14:35:21,goodrich_global,Let us know if you need any wall or floor furnishing for your interiors! :smiling_face_with_smiling_eyes:
2017-12-27 21:20:13,yujimangoo,わ:double_exclamation_mark: すごく素敵ですね:sparkles:日本ではまず見かけないです:drooling_face:
2018-10-16 10:27:03,sara.taseer.jewels,This is :gem_stone:BLINGTASTC:gem_stone:We are so in :two_hearts:love :smiling_face_with_heart-eyes: with bling.
2018-01-12 11:34:42,scanteaksg,"Gorgeousss! :red_heart::fire: We’d love to give this a repost on our insta, if you don’t mind? :smiling_face_with_smiling_eyes:"
2018-01-06 06:34:10,christian.tortu,:grinning_face_with_smiling_eyes: ...
2018-01-02 05:34:13,gustavomartini,:flexed_biceps:.
2017-12-30 15:58:09,ekster_and_jay,Wow :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
2017-12-30 12:15:24,zhaitengguangxiong1606,:heart_suit::heart_suit::heart_suit::heart_suit::heart_suit:
2018-05-25 12:28:25,d_z_m_w,"Scanteak must come to clear it’s partial payment and cash refund policies. To its dishonest staff, it must take disciplinary action."
2018-02-06 20:44:54,mykittyloaf,Nice loaf! :smiling_cat_with_heart-eyes::bread:
2020-05-16 11:19:14,naughtynorhayati,That’s :red_heart: my uniquely bro
2018-02-12 23:52:31,yfl6969,lovely
2018-03-03 15:51:39,vnicenice,#sunstargum #sunstartoothpaste #gumkids #sunstargumtoothpaste #kiddytoothpaste #childrentoothpaste #kiddymouthwash#mouthwash #scanteakstool #scanteak #scanteaksg @scanteaksg #homesweethome #ishouldbesettingpaper
2018-04-20 05:49:38,hesabi333,Nice :smiling_face_with_heart-eyes::red_heart::blossom:
2018-03-20 03:58:53,minnale,Beautiful :yellow_heart::cherry_blossom::yellow_heart::cherry_blossom::yellow_heart:
2018-03-19 09:38:49,nn.eriiiko,初めまして󾌾フォローしていただきありがとうございます:folded_hands::blue_heart:以前にも素敵なpicが沢山だったので訪問させてもらってました󾌧󾬌私もフォローさせてくださいね♡よろしくお願いします！
2018-03-19 09:30:27,markcarter,:thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::smiling_face_with_heart-eyes:
2018-05-04 15:54:51,poojakawatra,@scanteaksg .pm you
2018-04-02 14:09:13,scanteaksg,@amytois We're glad you enjoy our products! We hope your Scanteak items will serve you and your family for years to come :)
2018-04-02 12:26:45,amy_toi,Hi @scanteaksg. Thank you for the feature! We love good workmanship and the clean design you guys have!
2018-07-06 09:46:36,skyfunnels,Huat ah! We're keen to bring in more followers and customers for you in 2018. PM us when you're good to meetup for coffee? :)
2019-03-28 14:40:04,natalya_gatchina_gardens,:hugging_face::hugging_face::hugging_face:
2019-03-11 00:30:31,probz.photography,Very nice feeds! Keep it up :smiling_face_with_smiling_eyes:
2019-03-10 21:04:42,galaksilerbaskumandani,:waving_hand_light_skin_tone:cool
2019-03-26 20:39:06,cherr_kitties,And it’s very comfy! :cat_with_tears_of_joy::cat_with_tears_of_joy:
2019-03-26 17:14:05,sueman646,Meow + pussy:rolling_on_the_floor_laughing:
2019-04-08 02:05:14,ehseewhy,their hands look perfect for digging out hearts :slightly_smiling_face:
2019-04-08 01:51:56,canan_hoetzelina,Exactly thats what ı thought May :face_with_tears_of_joy: ( your caption)
2019-04-07 17:54:48,the_tiong,Cersei & Jamie?
2019-04-07 16:48:42,goh1818_sg,:grimacing_face::grimacing_face::grimacing_face:
2019-04-07 16:37:19,maybmayb,#playmobilXXL #scanteaksg #sghome
2021-03-20 13:18:32,rachtjy96,@rachtjy96
2019-06-23 08:25:40,jamilahsurip,Cantik...simple yet elegance!!
2019-06-22 20:29:47,anizakaria,Cantik langsir
2019-06-22 14:18:47,eulaliajimena,Me gusta
2019-06-22 12:45:13,meyrahim,MasyaALLAH indah Dan mantap!!:derelict_house::house::TOP_arrow::tulip:
2019-06-22 10:35:05,ayuza_liayu,Cantik rumahnya...n  langsirnya
2019-06-22 10:29:57,haslinachezun,Cantikk:beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::sparkling_heart::sparkling_heart:
2019-06-22 07:58:06,tubby_mom,Cantik nye rumah
2019-11-10 00:37:55,giovaniamandasari,Lovely furnitures you have! :sparkles:
2019-07-11 16:11:52,suesui618,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
2019-09-13 14:56:29,scanteaksg,@mythi_myth Hi there! It is $929 before discount :) Do drop by our Toh Guan event this weekend to take alook at more items! Thank you :)
2019-09-13 10:53:49,mythi_myth,Price
2019-07-17 22:24:05,suesui618,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
2019-07-22 11:57:35,scanteaksg,"@kriti121 Hi there, we are having a 7% off for the Zata Casual Side Table and Rita Writing Table from now till 28 July 2019 :) The Mono Dining Chair is not on promotion. You might want to check out our website for more details :) Thank you."
2019-07-21 19:30:42,kriti121,Love this ..any sales on this table set ?
2021-03-20 13:16:19,rachtjy96,@rachtjy96
2019-07-22 11:58:26,scanteaksg,@jackson_low23 Hi Jackson! The products in this picture are made of solid teak furniture :)
2019-07-21 22:32:04,suesui618,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
2019-07-21 18:19:41,jackson_low23,Solid wood or teak furniture?
2020-08-02 06:50:45,dor_polkadot,Price?
2020-04-14 00:46:50,wyf6688,price?
2020-09-04 00:41:54,tawe_weng15,Hi how much is this sofa?
2019-12-17 23:49:00,singapourseine,:clapping_hands::clapping_hands::clapping_hands:
2019-12-17 16:55:48,_peishannn_,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
2019-12-24 10:03:36,tay.mk,Looks interesting
2019-12-22 09:15:02,thattiredmom,So many activities this holidays
2019-12-21 21:19:49,aliciacho,Looks fun!!
2019-12-21 19:37:41,cherraexoxo,Wow this looks really interesting!
2020-01-03 21:39:44,pyterrier,:smiling_face_with_heart-eyes:
2020-01-03 11:41:10,ccsingapore,Hi :waving_hand: hope you liked what you got at Cash Converters Singapore. Your decor has a unique eclectic mix of artistic charm :grinning_face::thumbs_up: Do sign up to our newsletter for the latest sales & promotions here:  https://www.cashconverters.sg/newsletter/subscribe.html
2020-02-22 22:01:14,outruigeous,Awww I hope you’re feeling much better KL!
2020-04-08 22:53:48,casslly,Same for me. I also wanted to know the same as the rest?
2020-04-08 19:38:01,sweelin123,Sorry typo: if I place *an* order
2020-04-08 19:37:19,sweelin123,"Hi Scanteak, if I place SJ order, can I check if you are making deliveries during the circuit breaker period?"
2020-04-08 19:18:55,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homegoods #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle #furniturestyle
2020-04-09 12:18:26,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-04-25 12:02:47,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-04-28 19:24:42,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-01 19:23:23,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-02 18:25:48,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-03 13:02:36,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-06 20:11:56,hometrust.sg,Nice dresser :red_heart:
2020-05-06 19:43:22,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-07 12:29:45,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-09-11 12:16:31,pat_koi,One bench 2 chairs price ?
2020-05-08 17:59:24,expatlivingsg,"Gorgeous, love how you can dress it up or leave it simple! :smiling_face_with_heart-eyes:"
2020-05-08 17:46:35,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-09 17:48:23,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-10 12:58:42,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-09-04 00:39:28,tawe_weng15,Hi how much?
2020-06-25 07:32:49,izz_28_,Price for tis sofa
2020-05-14 13:27:16,annasytang,"I bought the KORS two and three seater 10 years ago, with a set of extra cushion covers. Best purchase ever, especially with kids and pets. The frame is solid and the cushion covers are machine washable, and still look like new after many rounds in the washing machine all these years!"
2020-05-12 18:14:42,expatlivingsg,Love this with the carpet :raising_hands_medium-light_skin_tone::raising_hands_medium-light_skin_tone:
2020-05-12 18:13:10,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-13 18:50:30,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-15 19:18:38,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-25 23:47:08,glimasaur,we totally agree!
2020-05-18 20:22:05,hometrust.sg,Beautiful nesting tables ! :red_heart::red_heart:
2020-05-17 20:35:10,get_furnished,Never thought to use it beside bed!! :raising_hands::raising_hands: Love the idea! :clapping_hands:
2020-05-17 19:47:12,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-05-18 12:33:39,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-09-02 09:58:11,pamelapung,"Hi, we bought almost $2k worth of products including a TV console, writing table and others and then 2 days later there was a 15% discount sale on the same items. We've written in and called the branch but there has been no positive response since. Can someone please assist?"
2020-08-27 09:46:22,twinkle_79,"Hi, I just bought a new sofa from scanteak and it was spoiled the same day it was delivered, I reported to the after sales care but till now there are no response. Can someone assist on this?"
2020-05-22 18:16:16,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-07-02 18:54:06,amoreee05,Sore..mau nanya dong. Yg ini brp ya?
2020-07-14 13:47:54,rattan.and.more,De plant :orange_heart:
2020-06-23 18:06:31,designs.by.joshua,:smiling_face_with_heart-eyes::OK_hand:
2020-06-23 14:17:20,room.in.roermond,Tof plaatje! Fijne dag:orange_heart::orange_heart:
2020-06-23 12:35:47,wonenopnummer11,Nog steeds regen :umbrella_with_rain_drops: hoop dat het snel wat opklaart
2020-06-23 12:18:22,pixelsandpretzels,"Oeh jakkes, ik vind onweer vaak een beetje eng:see-no-evil_monkey:"
2021-01-11 23:52:47,evatrg123,Meja konsul ini brp ce?
2020-09-11 12:08:16,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-09-12 16:31:42,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-09-13 13:21:17,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-09-13 19:48:12,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #furniturestyle
2020-10-11 14:11:45,macrydogkab6,"Cuteness overload! :revolving_hearts: if you want to be part of our team as a brand representitive, just feel free to DM macrydog.official or check out the main profile on my bio! Tell Them “cira” referred you."
2020-10-29 18:31:44,octifi_lifestyle,Love these :red_heart:
2020-10-28 18:07:46,naiise,#naiise #scanteak #scanteaksg #workfromhome #interiordesign #design #interior #homedecor #home #decor #interiors #furnituredesign #luxury #designer #decoration #homedesign #style #modern #interiordecor #architecture #livingroom #luxuryfurniture
2021-02-04 13:07:02,chinno_ruru,初めまして。素敵なインテリア:raising_hands:になじむ雫ちゃん。素敵です:relieved_face:
2021-02-04 11:23:19,naoko2701,"いいなぁ:sparkles:
こちら地方は雨風時々吹雪ですー:crying_face:"
2021-02-04 07:56:19,htyd0624,ぬくぬくひなたぼっこ:thumbs_up::smiling_face_with_heart-eyes:
2021-02-04 02:41:09,dogs_life_japanesechin,:face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::red_heart:
2021-02-11 13:22:15,potterytodd,:red_heart::smiling_face_with_heart-eyes:
2021-03-11 09:30:14,bubbbbzy,Omg this planter could start a cult and I would join immediately :face_with_tears_of_joy: So cute!!!!! :red_heart::red_heart::red_heart:
2021-02-17 11:57:44,mich.plantbelle,Too cute! I am struggling to keep my fern alive!
2021-02-16 21:47:26,bensee_plantdiary,the monkey pot is just too cute :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
2021-03-22 13:59:19,scanteaksg,#scanteak #scanteaksg #feelathome #teakfurniture #sghomes #sghomedecor #sginterior #interiorsg #sgreno #sgrenovation #instahome #homeinspo #homeinspiration #homestyle #homestyling #homefurniture #scandinaviandesign
